,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_living15,sqft_lot15,grade_num,bed_bath_ratio,mean_price,id,zip_city,Waterfront
8370,404500.0,2.0,1.0,800.0,5080.0,1.0,800.0,1560.0,5110.0,7.0,2.0,540296.5735055795,8024201055,0,0
8372,771000.0,3.0,2.25,1780.0,6120.0,1.5,1390.0,1960.0,5568.0,9.0,1.3333333333333333,540296.5735055795,9829200855,1,0
8373,335000.0,4.0,2.5,2610.0,4781.0,2.0,2610.0,2583.0,4796.0,8.0,1.6,540296.5735055795,1864940180,0,0
8374,390000.0,3.0,1.75,1850.0,15170.0,1.0,1850.0,1160.0,14175.0,7.0,1.7142857142857142,540296.5735055795,1023089085,0,0
8375,288000.0,3.0,2.25,1560.0,9706.0,1.0,1560.0,1510.0,9706.0,7.0,1.3333333333333333,540296.5735055795,4399200100,0,0
8376,403000.0,3.0,1.75,1270.0,10790.0,1.0,1270.0,1270.0,10790.0,7.0,1.7142857142857142,540296.5735055795,1087500040,0,0
8377,510000.0,3.0,2.25,1420.0,1309.0,3.0,1420.0,1500.0,1282.0,8.0,1.3333333333333333,540296.5735055795,1972201965,1,0
8378,751000.0,6.0,3.0,2880.0,6800.0,2.0,2880.0,1640.0,4000.0,7.0,2.0,540296.5735055795,272000085,1,0
8379,408000.0,3.0,1.0,1420.0,8000.0,1.0,1420.0,1780.0,8295.0,7.0,3.0,540296.5735055795,7129302806,1,0
8380,1010000.0,3.0,1.0,1640.0,12855.0,1.5,1500.0,2190.0,11262.0,6.0,3.0,540296.5735055795,4389201021,0,0
8381,575000.0,3.0,2.0,1730.0,9030.0,1.0,1730.0,1470.0,9030.0,7.0,1.5,540296.5735055795,6751300385,0,0
8382,330000.0,3.0,1.75,1250.0,8100.0,1.0,1250.0,1300.0,8175.0,7.0,1.7142857142857142,540296.5735055795,723049274,1,0
8383,565000.0,3.0,2.25,1520.0,1221.0,3.0,1520.0,1550.0,4750.0,8.0,1.3333333333333333,540296.5735055795,2767602094,1,0
8384,456000.0,3.0,2.5,1820.0,2935.0,2.0,1820.0,1820.0,2936.0,8.0,1.2,540296.5735055795,8635760330,0,0
8385,652500.0,4.0,2.5,2700.0,9122.0,2.0,2700.0,2500.0,9122.0,9.0,1.6,540296.5735055795,3905010100,0,0
8386,582000.0,3.0,1.75,1820.0,3140.0,2.0,1820.0,2030.0,5499.0,8.0,1.7142857142857142,540296.5735055795,2493200215,1,0
8387,700000.0,4.0,2.5,2770.0,5686.0,2.0,2770.0,2910.0,5000.0,9.0,1.6,540296.5735055795,8691390530,0,0
8388,235000.0,2.0,1.0,1270.0,9182.0,1.5,1270.0,1760.0,9100.0,6.0,2.0,540296.5735055795,4319200620,1,0
8389,460000.0,3.0,1.75,1400.0,12155.0,1.0,1400.0,2540.0,23522.0,7.0,1.7142857142857142,540296.5735055795,424069096,0,0
8390,475000.0,3.0,2.25,1820.0,8008.0,1.0,1240.0,2030.0,8750.0,8.0,1.3333333333333333,540296.5735055795,8121200820,0,0
8391,579000.0,2.0,2.0,1870.0,6275.0,1.0,1870.0,1670.0,5200.0,8.0,1.0,540296.5735055795,8682231110,0,0
8392,507000.0,4.0,2.0,1360.0,2746.0,1.5,1360.0,1960.0,2746.0,7.0,2.0,540296.5735055795,2767602645,1,0
8393,210000.0,3.0,2.5,1040.0,2643.0,2.0,720.0,1540.0,5110.0,7.0,1.2,540296.5735055795,7131300035,1,0
8394,359500.0,4.0,2.75,2140.0,10316.0,2.0,2140.0,1920.0,11337.0,8.0,1.4545454545454546,540296.5735055795,2595650100,0,0
8395,248000.0,3.0,1.75,1330.0,9831.0,1.0,1330.0,1330.0,7500.0,7.0,1.7142857142857142,540296.5735055795,2616700450,0,0
8396,239300.0,3.0,1.0,1070.0,5750.0,1.0,1070.0,1420.0,6500.0,7.0,3.0,540296.5735055795,2520900301,1,0
8397,315000.0,3.0,2.25,1370.0,1533.0,3.0,1370.0,1370.0,1125.0,8.0,1.3333333333333333,540296.5735055795,1473200150,1,0
8398,970000.0,4.0,3.0,3510.0,12410.0,2.0,3510.0,3000.0,13209.0,9.0,1.3333333333333333,540296.5735055795,1726600150,0,0
8399,510000.0,3.0,1.5,1730.0,6240.0,1.0,1000.0,1620.0,6240.0,8.0,2.0,540296.5735055795,9169600110,1,0
8400,418000.0,4.0,1.5,1550.0,9176.0,1.0,1000.0,1730.0,8539.0,7.0,2.6666666666666665,540296.5735055795,4036800580,0,0
8401,699000.0,4.0,2.5,3280.0,27441.0,2.0,3280.0,3200.0,26960.0,9.0,1.6,540296.5735055795,2324800110,0,0
8402,871000.0,4.0,2.5,2150.0,8536.0,1.0,1400.0,2800.0,9500.0,8.0,1.6,540296.5735055795,7855800910,0,0
8403,515000.0,3.0,1.75,1580.0,9147.0,1.0,1210.0,2600.0,23564.0,7.0,1.7142857142857142,540296.5735055795,3625059140,0,0
8404,400000.0,3.0,1.0,1460.0,43000.0,1.0,1460.0,2250.0,20023.0,7.0,3.0,540296.5735055795,1200021,0,0
8405,445000.0,3.0,1.75,1410.0,5100.0,1.0,1110.0,1600.0,7800.0,7.0,1.7142857142857142,540296.5735055795,9455200790,1,0
8406,1110000.0,4.0,2.75,3090.0,6600.0,1.0,1800.0,2380.0,5000.0,9.0,1.4545454545454546,540296.5735055795,2021200530,1,0
8407,212000.0,3.0,1.5,1690.0,9600.0,1.0,1210.0,1450.0,9647.0,7.0,2.0,540296.5735055795,7760600110,0,0
8408,710000.0,4.0,2.5,2870.0,11304.0,2.0,2870.0,2690.0,9940.0,9.0,1.6,540296.5735055795,9323610110,0,0
8410,520000.0,3.0,1.75,2310.0,36665.0,1.0,1580.0,2000.0,14000.0,8.0,1.7142857142857142,540296.5735055795,4027700594,1,0
8411,1300000.0,5.0,3.75,3490.0,15246.0,1.0,1940.0,3410.0,15682.0,10.0,1.3333333333333333,540296.5735055795,1924059254,0,0
8412,248000.0,4.0,2.0,2080.0,13510.0,1.0,1040.0,2010.0,11625.0,7.0,2.0,540296.5735055795,2172000846,1,0
8413,556000.0,4.0,2.5,2230.0,7200.0,1.0,1220.0,1920.0,7200.0,7.0,1.6,540296.5735055795,514500195,0,0
8414,319950.0,5.0,1.75,1710.0,11900.0,1.0,1070.0,1030.0,10360.0,7.0,2.857142857142857,540296.5735055795,8151600142,1,0
8415,320000.0,4.0,2.75,1640.0,3000.0,1.0,1000.0,1150.0,4545.0,7.0,1.4545454545454546,540296.5735055795,7950304045,1,0
8416,245000.0,3.0,2.5,1600.0,2788.0,2.0,1600.0,1720.0,3605.0,7.0,1.2,540296.5735055795,6700390210,0,0
8417,700000.0,3.0,2.5,2850.0,36585.0,2.0,2850.0,3340.0,35671.0,10.0,1.2,540296.5735055795,2195700230,0,0
8418,628000.0,5.0,2.75,2600.0,8160.0,2.0,2600.0,1600.0,8160.0,8.0,1.8181818181818181,540296.5735055795,558100090,1,0
8419,640000.0,3.0,2.0,1380.0,4800.0,1.0,1380.0,1740.0,5640.0,7.0,1.5,540296.5735055795,2749600245,1,0
8420,420000.0,4.0,1.75,1320.0,4978.0,1.0,940.0,1260.0,4693.0,7.0,2.2857142857142856,540296.5735055795,1782500065,1,0
8421,349950.0,3.0,2.5,1420.0,1162.0,3.0,1420.0,1430.0,1560.0,8.0,1.2,540296.5735055795,263000329,1,0
8422,307999.0,4.0,2.75,2420.0,8438.0,2.0,2420.0,2420.0,8580.0,8.0,1.4545454545454546,540296.5735055795,9432900180,0,0
8423,749950.0,4.0,2.75,2600.0,6050.0,2.0,1960.0,1990.0,6050.0,8.0,1.4545454545454546,540296.5735055795,142000165,0,0
8424,290000.0,2.0,1.0,840.0,3844.0,1.0,840.0,1040.0,3844.0,6.0,2.0,540296.5735055795,6145600410,1,0
8425,235000.0,3.0,1.75,1420.0,7920.0,1.0,1420.0,1420.0,7920.0,7.0,1.7142857142857142,540296.5735055795,2599001500,0,0
8426,225000.0,3.0,1.0,1790.0,6120.0,1.0,1790.0,830.0,6120.0,6.0,3.0,540296.5735055795,1721801010,1,0
8427,302100.0,3.0,1.0,1790.0,6120.0,1.0,1790.0,830.0,6120.0,6.0,3.0,540296.5735055795,1721801010,1,0
8428,520000.0,2.0,1.0,1340.0,6380.0,1.0,890.0,1380.0,6380.0,7.0,2.0,540296.5735055795,5101404491,0,0
8429,285000.0,2.0,1.0,1010.0,7200.0,1.0,1010.0,1890.0,9248.0,7.0,2.0,540296.5735055795,326049111,1,0
8430,525000.0,3.0,2.0,1640.0,15258.0,1.0,1640.0,1640.0,16345.0,8.0,1.5,540296.5735055795,1785400300,0,0
8431,374900.0,5.0,2.75,2980.0,8500.0,1.0,1540.0,2310.0,8500.0,8.0,1.8181818181818181,540296.5735055795,1310980580,0,0
8432,377500.0,3.0,2.0,1370.0,7200.0,1.0,1130.0,1300.0,7208.0,7.0,1.5,540296.5735055795,6632300230,1,0
8433,587450.0,3.0,2.25,2190.0,8775.0,1.5,2190.0,1910.0,8145.0,8.0,1.3333333333333333,540296.5735055795,9324800650,1,0
8434,245000.0,3.0,2.25,1530.0,12000.0,1.0,1070.0,2140.0,13636.0,7.0,1.3333333333333333,540296.5735055795,2188201010,0,0
8435,200000.0,3.0,2.0,1290.0,5757.0,1.0,1290.0,1580.0,6798.0,7.0,1.5,540296.5735055795,7137910360,0,0
8437,607000.0,3.0,2.5,2470.0,9226.0,2.0,2470.0,2820.0,11013.0,9.0,1.2,540296.5735055795,9465910150,0,0
8438,1250000.0,1.0,1.25,1810.0,5070.0,1.5,1230.0,2280.0,5070.0,8.0,0.8,540296.5735055795,724069023,0,1
8439,549950.0,4.0,2.5,2230.0,14694.0,1.0,1180.0,1470.0,13458.0,7.0,1.6,540296.5735055795,6600220150,0,0
8440,250000.0,3.0,3.0,2300.0,7701.0,1.0,2300.0,1570.0,8116.0,7.0,1.0,540296.5735055795,7227800025,0,0
8441,525000.0,3.0,2.5,2030.0,6970.0,2.0,2030.0,2000.0,6140.0,8.0,1.2,540296.5735055795,3905040220,0,0
8442,440000.0,3.0,1.75,2000.0,9900.0,1.0,1480.0,2310.0,10200.0,8.0,1.7142857142857142,540296.5735055795,5072300210,0,0
8443,425000.0,3.0,2.75,3610.0,107386.0,1.5,3130.0,2630.0,42126.0,8.0,1.0909090909090908,540296.5735055795,121039042,0,0
8444,739900.0,5.0,2.5,3290.0,5029.0,2.0,3290.0,2990.0,6441.0,8.0,2.0,540296.5735055795,6705870120,0,0
8445,315000.0,3.0,2.0,1300.0,3731.0,1.0,900.0,1300.0,3731.0,7.0,1.5,540296.5735055795,1109000040,1,0
8447,366000.0,4.0,2.75,2170.0,9743.0,2.0,2170.0,1670.0,7734.0,7.0,1.4545454545454546,540296.5735055795,705700580,0,0
8448,315000.0,3.0,1.75,1680.0,7250.0,1.0,930.0,1340.0,7250.0,7.0,1.7142857142857142,540296.5735055795,4343800100,1,0
8449,299000.0,3.0,1.5,1190.0,9135.0,1.0,1190.0,1520.0,9146.0,7.0,2.0,540296.5735055795,3343900781,0,0
8450,350000.0,2.0,1.0,940.0,5000.0,1.0,940.0,1800.0,7400.0,7.0,2.0,540296.5735055795,1062100085,1,0
8451,340000.0,2.0,1.75,1010.0,1461.0,1.0,670.0,1500.0,2499.0,7.0,1.1428571428571428,540296.5735055795,6821101827,1,0
8452,460000.0,3.0,1.75,1290.0,8580.0,1.0,1290.0,1840.0,8580.0,7.0,1.7142857142857142,540296.5735055795,3901100015,0,0
8453,224000.0,3.0,1.5,1480.0,10588.0,1.0,1480.0,1370.0,10588.0,7.0,2.0,540296.5735055795,9500900110,0,0
8454,140000.0,2.0,1.0,900.0,6400.0,1.0,900.0,1350.0,6405.0,6.0,2.0,540296.5735055795,4006000401,1,0
8455,246000.0,4.0,2.0,1400.0,7632.0,1.5,1400.0,1400.0,7632.0,6.0,2.0,540296.5735055795,1218000025,0,0
8456,330000.0,3.0,2.5,2040.0,14071.0,2.0,2040.0,1890.0,14040.0,7.0,1.2,540296.5735055795,1875500040,0,0
8457,306000.0,3.0,1.0,1450.0,7200.0,1.0,1010.0,1500.0,6767.0,7.0,3.0,540296.5735055795,7955000210,0,0
8458,324950.0,3.0,1.0,1210.0,7440.0,1.0,1210.0,1120.0,7440.0,7.0,3.0,540296.5735055795,7568700175,1,0
8459,345000.0,2.0,1.5,1800.0,26615.0,1.0,1240.0,2010.0,26337.0,7.0,1.3333333333333333,540296.5735055795,3410600100,0,0
8460,207000.0,3.0,1.0,1490.0,8995.0,1.0,1490.0,1490.0,9000.0,7.0,3.0,540296.5735055795,923049378,0,0
8461,238000.0,3.0,1.0,1240.0,5700.0,1.5,1240.0,1140.0,5700.0,6.0,3.0,540296.5735055795,420000085,0,0
8462,695000.0,3.0,2.0,2632.0,18743.0,2.0,2632.0,1970.0,14171.0,10.0,1.5,540296.5735055795,2817210210,0,0
8463,649950.0,3.0,2.5,2150.0,15304.0,2.0,2150.0,2540.0,10507.0,9.0,1.2,540296.5735055795,2141340040,0,0
8464,515000.0,3.0,2.75,1710.0,9448.0,1.0,1010.0,1960.0,8951.0,7.0,1.0909090909090908,540296.5735055795,714000315,1,0
8465,452000.0,3.0,2.5,1530.0,5032.0,2.0,1530.0,1450.0,2136.0,7.0,1.2,540296.5735055795,263000040,1,0
8466,236000.0,4.0,2.5,1630.0,3060.0,2.0,1630.0,1270.0,4590.0,7.0,1.6,540296.5735055795,1721801161,1,0
8468,563000.0,3.0,2.75,2340.0,16500.0,1.0,1500.0,2210.0,15251.0,8.0,1.0909090909090908,540296.5735055795,6790900110,0,0
8469,410988.0,3.0,1.75,1000.0,14061.0,1.0,1000.0,1260.0,12635.0,7.0,1.7142857142857142,540296.5735055795,1775800220,0,0
8471,340000.0,4.0,2.5,2170.0,19785.0,2.0,2170.0,2280.0,8616.0,8.0,1.6,540296.5735055795,8078100120,0,0
8472,808100.0,4.0,3.25,3020.0,13457.0,1.0,3020.0,2120.0,7553.0,9.0,1.2307692307692308,540296.5735055795,3034200666,1,0
8473,236000.0,3.0,1.75,1330.0,6301.0,1.0,1330.0,1330.0,6144.0,7.0,1.7142857142857142,540296.5735055795,8892900210,0,0
8474,330000.0,4.0,1.75,1720.0,8300.0,1.0,1720.0,1840.0,8300.0,8.0,2.2857142857142856,540296.5735055795,7399000360,0,0
8475,799990.0,4.0,3.5,2540.0,5808.0,2.0,1820.0,1520.0,5461.0,8.0,1.1428571428571428,540296.5735055795,3491300082,1,0
8476,343000.0,3.0,1.0,1410.0,18600.0,1.0,1410.0,1610.0,24941.0,7.0,3.0,540296.5735055795,323059146,0,0
8477,332000.0,3.0,2.5,1530.0,9406.0,1.0,1270.0,1700.0,7682.0,7.0,1.2,540296.5735055795,1079350090,0,0
8479,239950.0,3.0,1.0,1140.0,8366.0,1.0,1140.0,960.0,7200.0,6.0,3.0,540296.5735055795,5126400150,0,0
8480,674000.0,5.0,1.75,2110.0,5000.0,1.5,1250.0,1720.0,5000.0,7.0,2.857142857142857,540296.5735055795,8815400165,0,0
8481,200000.0,3.0,1.0,1050.0,5000.0,1.0,1050.0,1050.0,5200.0,6.0,3.0,540296.5735055795,421000555,0,0
8482,453000.0,3.0,1.75,1600.0,7232.0,1.0,1600.0,1970.0,8120.0,8.0,1.7142857142857142,540296.5735055795,686300930,0,0
8483,330000.0,3.0,1.75,1430.0,8865.0,1.0,1430.0,1250.0,8154.0,7.0,1.7142857142857142,540296.5735055795,2744600040,1,0
8484,285000.0,4.0,2.5,1996.0,4547.0,2.0,1996.0,2180.0,5127.0,7.0,1.6,540296.5735055795,3832070040,0,0
8485,338000.0,4.0,1.75,1530.0,8152.0,1.0,910.0,1310.0,8152.0,6.0,2.2857142857142856,540296.5735055795,7305300090,1,0
8486,264950.0,2.0,1.0,1000.0,6000.0,1.0,1000.0,1250.0,6000.0,6.0,2.0,540296.5735055795,7452500730,1,0
8487,880000.0,4.0,2.0,2530.0,10800.0,1.0,1350.0,2960.0,12150.0,8.0,2.0,540296.5735055795,1824059079,0,0
8488,209500.0,3.0,1.5,970.0,5488.0,1.0,970.0,1040.0,5488.0,7.0,2.0,540296.5735055795,3438503426,1,0
8489,380000.0,4.0,2.5,2400.0,9398.0,1.0,1310.0,1330.0,8249.0,7.0,1.6,540296.5735055795,8948500025,0,0
8490,336500.0,3.0,2.0,1830.0,12891.0,1.0,1830.0,2320.0,8709.0,7.0,1.5,540296.5735055795,1722059021,0,0
8491,360000.0,3.0,2.25,2130.0,8466.0,1.0,1290.0,2250.0,9682.0,7.0,1.3333333333333333,540296.5735055795,8899210090,0,0
8492,911100.0,4.0,3.25,3330.0,33826.0,2.0,3330.0,2580.0,28707.0,8.0,1.2307692307692308,540296.5735055795,4019300155,1,0
8493,249900.0,2.0,1.0,560.0,7560.0,1.0,560.0,990.0,7560.0,6.0,2.0,540296.5735055795,4364700165,1,0
8495,549950.0,3.0,2.5,2380.0,2500.0,3.0,2380.0,2270.0,5000.0,9.0,1.2,540296.5735055795,7987401095,1,0
8496,225000.0,3.0,1.75,1370.0,10866.0,1.0,1370.0,1580.0,14250.0,6.0,1.7142857142857142,540296.5735055795,1237500540,0,0
8497,270000.0,3.0,1.75,1370.0,10866.0,1.0,1370.0,1580.0,14250.0,6.0,1.7142857142857142,540296.5735055795,1237500540,0,0
8498,400000.0,3.0,2.25,1740.0,11040.0,2.0,1740.0,1720.0,11778.0,8.0,1.3333333333333333,540296.5735055795,3649100304,0,0
8499,299800.0,2.0,1.0,790.0,5240.0,1.0,790.0,1430.0,5320.0,6.0,2.0,540296.5735055795,7400062,1,0
8500,555000.0,3.0,2.5,2480.0,8676.0,2.0,2480.0,2540.0,9496.0,8.0,1.2,540296.5735055795,6388910730,0,0
8501,230000.0,3.0,2.5,1920.0,9180.0,2.0,1920.0,1930.0,7252.0,8.0,1.2,540296.5735055795,7882900120,0,0
8502,360000.0,4.0,2.5,2750.0,6259.0,2.0,2750.0,2810.0,6824.0,9.0,1.6,540296.5735055795,1865000040,0,0
8503,415000.0,2.0,1.0,880.0,3200.0,1.0,880.0,1880.0,6000.0,7.0,2.0,540296.5735055795,6821100246,1,0
8504,355000.0,4.0,1.75,2160.0,8000.0,1.0,1660.0,2350.0,8200.0,9.0,2.2857142857142856,540296.5735055795,8731981500,0,0
8505,635000.0,4.0,2.5,2570.0,27972.0,2.0,2570.0,2500.0,29761.0,8.0,1.6,540296.5735055795,6979910120,0,0
8506,353000.0,5.0,2.75,2130.0,5000.0,1.0,1100.0,1340.0,6837.0,7.0,1.8181818181818181,540296.5735055795,2123700100,1,0
8508,265000.0,3.0,1.5,1780.0,10196.0,1.0,1270.0,1320.0,7875.0,7.0,2.0,540296.5735055795,3876600120,0,0
8509,250000.0,4.0,1.75,1910.0,8250.0,1.0,1910.0,1500.0,8250.0,7.0,2.2857142857142856,540296.5735055795,4038000040,0,0
8510,225000.0,2.0,1.0,1170.0,7142.0,1.0,1170.0,1170.0,7615.0,7.0,2.0,540296.5735055795,6668900155,1,0
8511,553000.0,2.0,1.0,900.0,5000.0,1.0,900.0,1280.0,5000.0,7.0,2.0,540296.5735055795,8132700150,1,0
8512,565000.0,5.0,2.5,2650.0,11455.0,1.0,1400.0,1960.0,9880.0,7.0,2.0,540296.5735055795,4038800580,0,0
8513,312000.0,2.0,1.0,1170.0,5150.0,1.0,980.0,1660.0,5150.0,6.0,2.0,540296.5735055795,3331001910,1,0
8515,320000.0,4.0,2.75,2150.0,9163.0,1.0,1340.0,2260.0,7750.0,8.0,1.4545454545454546,540296.5735055795,7212651210,0,0
8516,453000.0,3.0,2.0,1430.0,9583.0,1.0,1430.0,1890.0,11100.0,7.0,1.5,540296.5735055795,2026059119,0,0
8517,320000.0,3.0,1.0,960.0,6180.0,1.0,960.0,1250.0,4120.0,6.0,3.0,540296.5735055795,3330501120,1,0
8518,610000.0,4.0,2.75,2640.0,8400.0,1.0,1440.0,2610.0,6000.0,8.0,1.4545454545454546,540296.5735055795,1250202324,1,0
8519,385000.0,3.0,1.5,1490.0,9630.0,1.0,1490.0,1960.0,10469.0,8.0,2.0,540296.5735055795,3815500035,0,0
8520,215000.0,3.0,1.75,1210.0,8075.0,1.0,1210.0,1310.0,8025.0,6.0,1.7142857142857142,540296.5735055795,5706600150,0,0
8521,215000.0,4.0,1.5,1860.0,5040.0,1.5,1860.0,1680.0,5800.0,8.0,2.6666666666666665,540296.5735055795,8005100540,0,0
8522,415000.0,3.0,2.5,1980.0,4274.0,2.0,1980.0,2000.0,4394.0,7.0,1.2,540296.5735055795,293720180,0,0
8523,350000.0,1.0,1.0,900.0,6380.0,1.0,900.0,1830.0,6380.0,6.0,1.0,540296.5735055795,5101405604,1,0
8524,395000.0,1.0,1.0,900.0,6380.0,1.0,900.0,1830.0,6380.0,6.0,1.0,540296.5735055795,5101405604,1,0
8525,898000.0,2.0,1.75,1490.0,9874.0,1.0,1490.0,2280.0,9869.0,7.0,1.1428571428571428,540296.5735055795,2387000110,0,0
8526,480000.0,3.0,2.5,2980.0,7338.0,2.0,2980.0,3010.0,5267.0,8.0,1.2,540296.5735055795,7238000330,0,0
8527,1240000.0,3.0,2.5,2660.0,1973.0,3.0,1870.0,1640.0,1369.0,9.0,1.2,540296.5735055795,3879901295,1,0
8529,770000.0,4.0,3.0,2800.0,9127.0,2.0,2800.0,2780.0,8165.0,9.0,1.3333333333333333,540296.5735055795,629811340,0,0
8530,1210000.0,3.0,2.25,1590.0,8520.0,2.0,1590.0,2470.0,12005.0,8.0,1.3333333333333333,540296.5735055795,9808700650,0,0
8531,1590000.0,4.0,2.25,3240.0,11131.0,1.0,2080.0,2300.0,12150.0,9.0,1.7777777777777777,540296.5735055795,8964800755,0,0
8532,880000.0,3.0,2.0,2130.0,35169.0,1.0,2130.0,2860.0,43560.0,8.0,1.5,540296.5735055795,1126059095,0,0
8533,332000.0,3.0,2.0,1510.0,7884.0,1.0,1510.0,1050.0,7620.0,6.0,1.5,540296.5735055795,1899400365,0,0
8534,445000.0,3.0,1.75,1750.0,7200.0,1.0,1750.0,1810.0,7590.0,7.0,1.7142857142857142,540296.5735055795,259800410,0,0
8536,752000.0,4.0,1.5,1650.0,2970.0,1.5,1650.0,1670.0,2970.0,7.0,2.6666666666666665,540296.5735055795,6852700476,1,0
8538,420000.0,3.0,1.0,1320.0,5500.0,1.0,1320.0,1480.0,5250.0,7.0,3.0,540296.5735055795,7646900360,0,0
8539,330000.0,4.0,2.5,2310.0,6320.0,2.0,2310.0,1850.0,6181.0,8.0,1.6,540296.5735055795,2991000220,0,0
8540,409000.0,3.0,1.75,1440.0,9065.0,1.0,1440.0,1990.0,8812.0,8.0,1.7142857142857142,540296.5735055795,3034200366,1,0
8541,350000.0,5.0,1.75,2330.0,14322.0,1.0,1180.0,1690.0,10010.0,7.0,2.857142857142857,540296.5735055795,5127000410,0,0
8542,570000.0,4.0,2.5,2430.0,44001.0,1.0,2430.0,2200.0,46924.0,8.0,1.6,540296.5735055795,2826079101,0,0
8543,315000.0,3.0,1.0,1390.0,8333.0,1.0,1390.0,1320.0,7090.0,7.0,3.0,540296.5735055795,3972900195,1,0
8544,224000.0,2.0,1.0,1150.0,15000.0,1.0,1060.0,1350.0,15000.0,6.0,2.0,540296.5735055795,8018600870,0,0
8545,293550.0,4.0,1.75,2120.0,9706.0,1.0,1370.0,1730.0,11337.0,7.0,2.2857142857142856,540296.5735055795,257000038,0,0
8546,350000.0,4.0,2.75,2300.0,3175.0,1.5,1340.0,1260.0,3175.0,6.0,1.4545454545454546,540296.5735055795,7981900110,1,0
8547,1110000.0,4.0,2.5,3320.0,9380.0,2.0,3320.0,2870.0,11779.0,10.0,1.6,540296.5735055795,8965500880,0,0
8548,442500.0,4.0,2.5,2400.0,7092.0,2.0,2400.0,2350.0,8310.0,7.0,1.6,540296.5735055795,5253300437,1,0
8550,506400.0,3.0,2.5,2100.0,9040.0,1.0,1700.0,2430.0,8809.0,8.0,1.2,540296.5735055795,6388910360,0,0
8551,324000.0,3.0,2.25,1550.0,4411.0,2.0,1550.0,1620.0,4621.0,7.0,1.3333333333333333,540296.5735055795,7326200110,0,0
8552,169000.0,3.0,1.5,1570.0,6450.0,1.5,1570.0,1400.0,6450.0,6.0,2.0,540296.5735055795,3701900085,0,0
8553,595000.0,3.0,2.0,1480.0,5000.0,1.0,750.0,1250.0,4000.0,7.0,1.5,540296.5735055795,9376301520,1,0
8554,299900.0,3.0,2.5,2720.0,6014.0,2.0,2720.0,2760.0,6537.0,7.0,1.2,540296.5735055795,2111000580,0,0
8555,332000.0,3.0,2.25,2270.0,8876.0,1.0,1380.0,2150.0,7455.0,7.0,1.3333333333333333,540296.5735055795,8645510230,0,0
8556,432000.0,4.0,1.75,2410.0,8400.0,1.0,1600.0,1850.0,8400.0,7.0,2.2857142857142856,540296.5735055795,6204410330,0,0
8557,510000.0,4.0,2.75,2730.0,9112.0,1.0,1740.0,3050.0,10454.0,9.0,1.4545454545454546,540296.5735055795,8159300040,0,0
8558,270000.0,3.0,2.5,1540.0,7739.0,2.0,1540.0,1720.0,7200.0,7.0,1.2,540296.5735055795,8091410530,0,0
8560,509250.0,2.0,1.5,1480.0,3120.0,1.0,930.0,1000.0,3780.0,7.0,1.3333333333333333,540296.5735055795,9550202730,1,0
8561,189000.0,3.0,1.0,860.0,5200.0,1.0,860.0,1010.0,5200.0,6.0,3.0,540296.5735055795,8651410740,0,0
8562,726500.0,4.0,2.5,2180.0,3893.0,2.0,2180.0,1710.0,4550.0,8.0,1.6,540296.5735055795,225039177,1,0
8563,287000.0,3.0,2.0,1300.0,11374.0,1.5,1300.0,1480.0,9670.0,7.0,1.5,540296.5735055795,6082400191,0,0
8564,679000.0,4.0,3.5,3420.0,49223.0,2.0,3420.0,3580.0,49223.0,9.0,1.1428571428571428,540296.5735055795,3622069095,0,0
8565,316000.0,3.0,2.25,2130.0,8721.0,1.0,1570.0,2130.0,9477.0,8.0,1.3333333333333333,540296.5735055795,6666860210,0,0
8566,498000.0,4.0,2.5,2300.0,22445.0,2.0,2300.0,2640.0,21886.0,8.0,1.6,540296.5735055795,8161000230,0,0
8567,448000.0,4.0,1.75,2560.0,8270.0,1.0,1480.0,2320.0,8450.0,7.0,2.2857142857142856,540296.5735055795,7214820610,0,0
8568,535000.0,2.0,1.0,1040.0,5527.0,1.0,1040.0,2080.0,7020.0,7.0,2.0,540296.5735055795,434000040,0,0
8569,560000.0,4.0,3.0,3080.0,9601.0,2.0,3080.0,3200.0,9375.0,10.0,1.3333333333333333,540296.5735055795,8914200220,0,0
8570,437850.0,4.0,2.25,2670.0,14255.0,1.0,1610.0,2470.0,10290.0,8.0,1.7777777777777777,540296.5735055795,6072760210,0,0
8571,435000.0,4.0,2.75,3270.0,50994.0,2.0,2720.0,2780.0,36036.0,8.0,1.4545454545454546,540296.5735055795,9485950040,0,0
8572,510000.0,4.0,2.5,2610.0,8031.0,2.0,2610.0,2320.0,8031.0,8.0,1.6,540296.5735055795,4027700456,1,0
8573,520000.0,3.0,2.5,2460.0,54885.0,2.0,2460.0,2770.0,21407.0,8.0,1.2,540296.5735055795,1023059365,0,0
8574,509000.0,2.0,1.5,1930.0,3521.0,2.0,1930.0,1840.0,3576.0,8.0,1.3333333333333333,540296.5735055795,8944600620,0,0
8575,575000.0,3.0,1.0,1220.0,5652.0,1.0,1220.0,1490.0,2467.0,6.0,3.0,540296.5735055795,2997800090,0,0
8576,365000.0,4.0,2.5,2030.0,7210.0,1.0,1330.0,1980.0,7560.0,7.0,1.6,540296.5735055795,2787700150,0,0
8577,795000.0,3.0,2.0,2420.0,17859.0,1.0,1500.0,2955.0,17859.0,9.0,1.5,540296.5735055795,4055701110,0,0
